ID,AverageWalkSpeed,DED_Time_1,DED_Time_2,DED_Time_3,PBF_Time_1,PBF_Time_2,PBF_Time_3,FDM_Time_1,FDM_Time_2,FDM_Time_3,SLA_Time_1,SLA_Time_2,SLA_Time_3,SLS_Time_1,SLS_Time_2,Assembly_Time_1,Assembly_Time_2,Assembly_Time_3,TaskAssessment_1,TaskAssessment_2,TaskAssessment_3
2022-03-22_17-01-10,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.37589,24.21026,15.78268,False,False,False
