Time,HMDposX,HMDposY,HMDposZ,HMDrotX,HMDrotY,HMDrotZ,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftClick,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightClick
0.00316143,-0.191257,-0.3223368,-0.2446294,58.83665,11.96222,7.983978,0,-1.4,1.430511E-06,0,270,0,False,-0.2017345,-0.5857111,0.3996329,342.0871,67.27332,6.20366,False
0.01427221,-0.188066,-0.3190647,-0.2535405,58.18162,11.138,7.212415,0,-1.4,1.430511E-06,0,270,0,False,-0.2017202,-0.5857051,0.399929,342.0859,67.2663,6.232303,False
0.02538347,-0.2097487,-0.3292539,-0.227212,56.8978,13.90733,10.82211,0,-1.4,1.430511E-06,0,270,0,False,-0.2016554,-0.5856402,0.4000697,342.0854,67.24483,6.271728,False
0.03649473,-0.209208,-0.3278061,-0.2328238,56.38125,13.49434,10.75971,0,-1.4,1.430511E-06,0,270,0,False,-0.2017331,-0.585704,0.39957,342.0866,67.25414,6.277632,False
0.04760551,-0.2083964,-0.3266904,-0.23874,55.90486,13.32664,10.90255,0,-1.4,1.430511E-06,0,270,0,False,-0.2015176,-0.5856858,0.3996062,342.0849,67.2372,6.295925,False
0.05871677,-0.2208257,-0.3304864,-0.2217031,55.4217,13.26068,11.16443,0,-1.4,1.430511E-06,0,270,0,False,-0.2017345,-0.5857158,0.3999043,342.0832,67.22327,6.324412,False
0.06982803,-0.2213006,-0.331038,-0.225719,54.87653,13.81452,11.68739,0,-1.4,1.430511E-06,0,270,0,False,-0.2020617,-0.585716,0.3993549,342.0856,67.22341,6.330807,False
0.08093882,-0.2216864,-0.3319293,-0.2299004,54.27708,14.18465,12.00327,0,-1.4,1.430511E-06,0,270,0,False,-0.2020655,-0.5857148,0.3995199,342.0837,67.22439,6.324267,False
0.09205008,-0.2263317,-0.3380708,-0.2208238,54.29259,13.82139,11.44173,0,-1.4,1.430511E-06,0,270,0,False,-0.2021065,-0.5856022,0.3996525,342.0873,67.21006,6.335711,False
0.1031613,-0.2268801,-0.341051,-0.2233062,54.20016,14.08276,11.4423,0,-1.4,1.430511E-06,0,270,0,False,-0.2022028,-0.5856106,0.3994269,342.1082,67.21504,6.322295,False
