Time,HMDposX,HMDposY,HMDposZ,HMDrotX,HMDrotY,HMDrotZ,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftClick,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightClick
0.006320477,-0.002167225,-0.1832544,-0.002071381,359.7882,268.3951,355.8695,-0.2052054,-0.4368695,-0.1191754,303.2781,259.5547,3.74685,False,-0.2507448,-0.4711723,0.03927088,322.167,283.4108,348.9635,False
0.01743174,-0.00219059,-0.1834041,-0.002014637,359.8995,268.3495,355.8788,-0.2064137,-0.437447,-0.1197271,303.1624,259.0343,2.552693,False,-0.2515249,-0.469013,0.04106188,322.902,283.7964,348.2825,False
0.02854252,-0.002217293,-0.183602,-0.002017975,359.9425,268.3367,355.8595,-0.2075386,-0.4378895,-0.1198606,303.3152,258.7492,1.077449,False,-0.252501,-0.4682328,0.04184103,323.4964,284.0124,347.7981,False
0.03965378,-0.002224445,-0.1836678,-0.002061844,0.01578755,268.3404,355.8284,-0.2084117,-0.4385157,-0.1199121,303.4859,258.4153,359.4084,False,-0.2528248,-0.4667519,0.04287291,324.1748,284.4324,347.1124,False
0.05076504,-0.002120018,-0.1837634,-0.001994133,0.05006786,268.3226,355.8371,-0.2096291,-0.4394809,-0.1201839,303.5934,257.716,358.2168,False,-0.2533479,-0.4649099,0.04417372,324.8944,284.9062,346.3844,False
0.06187582,-0.002148151,-0.1839012,-0.001955986,0.0929999,268.3358,355.8229,-0.2110333,-0.4403547,-0.1206479,303.8693,257.0605,357.1983,False,-0.2536111,-0.46396,0.0452733,325.7113,285.522,345.4601,False
0.07298708,-0.002095699,-0.1840163,-0.001935959,0.1394869,268.3566,355.8285,-0.211874,-0.4414875,-0.1203337,304.2505,256.2722,356.9589,False,-0.253552,-0.4629778,0.04605103,326.3589,286.0802,344.7282,False
0.08409834,-0.001997948,-0.1840137,-0.001896381,0.1946046,268.3378,355.8335,-0.212606,-0.4426406,-0.1205502,304.4626,255.5996,356.7137,False,-0.2536073,-0.4613755,0.04686546,327.0728,286.594,344.0388,False
0.09520912,-0.001975536,-0.1840974,-0.001860142,0.2193337,268.3681,355.8347,-0.2141728,-0.4440926,-0.1204472,305.0629,255.0499,356.1296,False,-0.2530932,-0.4603826,0.04755068,327.687,287.1003,343.4594,False
0.1063204,-0.001893997,-0.1841215,-0.001809597,0.2321127,268.383,355.8466,-0.2153306,-0.4454659,-0.1193576,305.6646,254.5009,355.8035,False,-0.2526455,-0.4593469,0.04780102,328.0997,287.5903,343.113,False
0.1174316,-0.001737595,-0.1840677,-0.001758099,0.2651047,268.3788,355.8544,-0.2167397,-0.4471498,-0.1191711,306.2363,253.9861,356.1024,False,-0.2522097,-0.4581285,0.0477643,328.2639,287.7617,342.898,False
0.1285429,-0.001682281,-0.1841266,-0.001698494,0.2656104,268.3981,355.872,-0.2179852,-0.4490222,-0.1181331,306.9525,253.7376,355.818,False,-0.2515559,-0.4574755,0.04778671,328.3713,287.9535,342.5782,False
0.1396537,-0.001612663,-0.1840963,-0.001695633,0.2928348,268.4183,355.8691,-0.2191839,-0.4509104,-0.115767,307.579,253.5728,355.0622,False,-0.2506323,-0.4566194,0.04690361,328.3414,288.1824,342.5165,False
0.1507649,-0.001408577,-0.1840605,-0.001607418,0.2737619,268.421,355.8989,-0.2203541,-0.4525592,-0.1141,307.8388,253.3912,354.164,False,-0.2502017,-0.4553734,0.04637289,328.341,288.3763,342.6501,False
0.1618762,-0.001339436,-0.1840951,-0.001586914,0.2465727,268.4521,355.907,-0.2213907,-0.4542987,-0.1120524,308.2384,253.2438,353.1389,False,-0.249454,-0.4549907,0.04550409,328.2696,288.6458,342.9151,False
0.172987,-0.0012393,-0.1840458,-0.001642704,0.2500641,268.4626,355.9011,-0.2215996,-0.4557675,-0.1091647,308.5291,253.1183,351.919,False,-0.2483802,-0.4544768,0.04440498,328.264,288.899,342.9449,False
0.1840982,-0.001056671,-0.183946,-0.001572609,0.2200035,268.4715,355.9362,-0.2219081,-0.4568097,-0.1072631,308.7332,252.8177,351.3235,False,-0.2476101,-0.453954,0.04383135,328.3351,289.0915,342.8137,False
0.1952095,-0.000995636,-0.1839134,-0.00154829,0.1868764,268.5104,355.9365,-0.2221808,-0.4577837,-0.1061959,308.8742,252.4386,351.7076,False,-0.2471642,-0.4541684,0.04320765,328.4459,289.2265,342.4203,False
0.2063203,-0.0008945465,-0.1838504,-0.001513481,0.1428736,268.5432,355.946,-0.2214699,-0.4586608,-0.1047835,308.9206,252.0821,352.274,False,-0.2465186,-0.4541422,0.04226351,328.6184,289.3711,342.005,False
0.2174315,-0.0007395744,-0.1837225,-0.001480579,0.1380974,268.56,355.9565,-0.2214122,-0.4593481,-0.103744,308.9531,251.5732,352.7466,False,-0.2461886,-0.4546255,0.04150152,328.8637,289.5025,341.7076,False
0.2285428,-0.0006809235,-0.183684,-0.001428127,0.09448931,268.6,355.9727,-0.2208586,-0.4596009,-0.1029572,308.8777,251.0838,353.2749,False,-0.2461085,-0.4551119,0.04073429,329.1323,289.5672,341.515,False
0.2396536,-0.0005946159,-0.1836048,-0.001399994,0.06450347,268.6389,355.9998,-0.220273,-0.4597881,-0.1016288,308.7346,250.6006,353.5558,False,-0.245564,-0.4552521,0.03968477,329.3508,289.6986,341.2615,False
0.2507648,-0.0004973412,-0.1834748,-0.001361847,0.04761197,268.6594,356.0115,-0.2200909,-0.4599156,-0.1009717,308.5292,249.7098,353.9738,False,-0.2456903,-0.4561279,0.03880548,329.5862,289.6361,341.1353,False
0.2618761,-0.00050354,-0.1834666,-0.001337528,-0.00179698,268.7022,356.0106,-0.2197866,-0.4600617,-0.1001887,308.4239,248.8645,354.2924,False,-0.2456975,-0.4565936,0.03800106,329.8019,289.5789,341.0832,False
