Time,HMDposX,HMDposY,HMDposZ,HMDrotX,HMDrotY,HMDrotZ,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftClick,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightClick
0.003601074,-0.001314878,-0.152522,-0.00306797,348.2497,180.3585,357.545,-0.1692605,-0.7326401,-0.3871937,338.8697,163.6909,5.800757,False,-0.193321,-0.6369275,-0.3450642,348.4189,238.9411,346.672,False
0.01477051,-0.001345634,-0.1526102,-0.003171921,348.3004,180.3881,357.5433,-0.1703136,-0.7335671,-0.3873377,338.8665,163.6858,5.803376,False,-0.1936526,-0.6369585,-0.3448477,348.4142,238.9391,346.6734,False
0.02587891,-0.001387119,-0.1527544,-0.00335598,348.3605,180.4014,357.518,-0.1714025,-0.7344969,-0.3874969,338.8672,163.6963,5.800057,False,-0.1926246,-0.6368627,-0.3454981,348.4141,238.9453,346.6596,False
0.0369873,-0.001468182,-0.1528486,-0.00366497,348.4392,180.3879,357.528,-0.1724613,-0.7354352,-0.3876457,338.866,163.687,5.809898,False,-0.1929629,-0.6368985,-0.3452549,348.4191,238.9556,346.6481,False
0.0480957,-0.001490116,-0.1529948,-0.003767014,348.4861,180.4316,357.5108,-0.1735137,-0.7363189,-0.3877964,338.8578,163.6914,5.810986,False,-0.1932704,-0.6369202,-0.3450432,348.4181,238.9554,346.6336,False
0.0592041,-0.001521349,-0.1531134,-0.003937721,348.5548,180.4468,357.5139,-0.1745877,-0.7372482,-0.3879452,338.8489,163.6848,5.817853,False,-0.1921737,-0.636846,-0.3457346,348.4174,238.9616,346.6203,False
0.0703125,-0.001606703,-0.1532232,-0.004247665,348.6498,180.4337,357.5255,-0.1757381,-0.7382593,-0.3881273,338.8514,163.6829,5.815835,False,-0.1924875,-0.636849,-0.345521,348.4168,238.9611,346.6102,False
0.0814209,-0.001610994,-0.1533284,-0.004301071,348.7161,180.4643,357.5367,-0.1767881,-0.7391714,-0.3882866,338.8449,163.6788,5.815662,False,-0.1928091,-0.6368949,-0.3453112,348.4166,238.9625,346.5962,False
0.0925293,-0.001641035,-0.1535357,-0.00446701,348.7822,180.493,357.5228,-0.177913,-0.7401588,-0.388484,338.8535,163.6848,5.817358,False,-0.1917586,-0.6367971,-0.3460102,348.4145,238.9707,346.5943,False
0.1036377,-0.001695871,-0.1536976,-0.004755974,348.8747,180.4726,357.5267,-0.179033,-0.7411414,-0.3886719,338.8593,163.6809,5.820365,False,-0.1920636,-0.6368363,-0.3458281,348.4138,238.9666,346.5906,False
