Time,HMDposX,HMDposY,HMDposZ,HMDrotX,HMDrotY,HMDrotZ,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftClick,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightClick
0.0027771,0.02414942,-0.462868,-0.03505754,356.2935,175.5885,357.7538,-3.862381E-05,-0.8241152,-0.2824807,323.3068,163.0589,16.1454,False,-0.1092546,-0.8176748,-0.2221746,339.7757,253.2002,325.3353,False
0.01390076,0.02422559,-0.4628935,-0.03577423,356.3108,175.674,357.7698,-0.0005581379,-0.8243989,-0.2828765,323.389,163.1715,16.12771,False,-0.1098247,-0.8177795,-0.2222915,339.839,253.2658,325.4549,False
0.02500916,0.02422369,-0.4629492,-0.03675508,356.3193,175.7729,357.7988,-0.0009417534,-0.824753,-0.2833023,323.4659,163.265,16.08722,False,-0.110296,-0.8180187,-0.222518,339.911,253.3332,325.5948,False
0.03611755,0.02421212,-0.4627736,-0.03747416,356.3262,175.8908,357.8546,-0.00142169,-0.8247836,-0.283752,323.5319,163.3809,15.96662,False,-0.1107399,-0.8182297,-0.2227659,339.9677,253.4122,325.7007,False
0.04722595,0.024225,-0.4628497,-0.03812838,356.3384,176.0166,357.9018,-0.001969934,-0.8249621,-0.2841511,323.599,163.4785,15.89968,False,-0.1112838,-0.818353,-0.22295,340.0144,253.4848,325.7599,False
0.05833435,0.02406204,-0.4629637,-0.03918171,356.3544,176.1474,357.9546,-0.002473354,-0.8252485,-0.2845407,323.6096,163.5419,15.86656,False,-0.1118296,-0.8184898,-0.223155,340.0702,253.5436,325.8055,False
0.06944275,0.0240221,-0.4627601,-0.03990555,356.3712,176.2868,358.0268,-0.002948284,-0.8251277,-0.284925,323.623,163.6264,15.83743,False,-0.1122751,-0.8185565,-0.2234926,340.1078,253.5887,325.8959,False
0.08056641,0.02381563,-0.4626969,-0.04057026,356.3808,176.4311,358.0806,-0.003600121,-0.8251567,-0.2852798,323.6432,163.7255,15.81524,False,-0.1128536,-0.8185539,-0.2237101,340.1431,253.6362,325.9791,False
0.0916748,0.02361012,-0.4627707,-0.04155111,356.3774,176.5653,358.1573,-0.004274845,-0.8251172,-0.285624,323.5769,163.8432,15.81824,False,-0.1134416,-0.8185006,-0.2239256,340.1517,253.6863,326.0233,False
0.1027832,0.02347338,-0.4626138,-0.0422368,356.3554,176.7077,358.226,-0.004921675,-0.8249664,-0.2859149,323.5496,163.9878,15.77945,False,-0.1141746,-0.8184624,-0.2239642,340.1815,253.7918,325.9147,False
0.1138916,0.02330959,-0.4627008,-0.04288244,356.3586,176.8789,358.2749,-0.005737424,-0.8247147,-0.2861915,323.4694,164.0769,15.82066,False,-0.1148946,-0.8183064,-0.2239828,340.214,253.914,325.7997,False
0.125,0.02304065,-0.4628429,-0.04380655,356.3859,177.0438,358.3411,-0.006424665,-0.8245057,-0.2865682,323.4389,164.1835,15.80947,False,-0.1155444,-0.8182204,-0.2240591,340.2331,254.0443,325.7563,False
0.1361237,0.02283812,-0.4627317,-0.04439163,356.4213,177.2142,358.3761,-0.007141829,-0.8244731,-0.2868781,323.3921,164.2863,15.78901,False,-0.1162001,-0.8180271,-0.2240505,340.2096,254.2358,325.7318,False
0.1472321,0.02270031,-0.4629171,-0.04496527,356.4582,177.3876,358.4253,-0.007885933,-0.8238192,-0.287231,323.2767,164.3695,15.85565,False,-0.1166036,-0.8177714,-0.2242322,340.176,254.4482,325.6907,False
0.1583405,0.02247572,-0.4630442,-0.04558611,356.4888,177.5686,358.4807,-0.008491278,-0.8235053,-0.2874298,323.2434,164.4812,15.89923,False,-0.1172087,-0.8174707,-0.2241173,340.1177,254.6723,325.5685,False
0.1694489,0.02226782,-0.4629482,-0.04600668,356.5213,177.7397,358.5509,-0.009320021,-0.8235936,-0.2877426,323.1624,164.6411,15.92964,False,-0.1178485,-0.8171579,-0.2240205,340.0628,254.8988,325.423,False
0.1805573,0.02206302,-0.4631146,-0.04644489,356.5708,177.8938,358.5838,-0.009949803,-0.8232362,-0.2881055,323.0883,164.7819,15.9551,False,-0.1172749,-0.8168368,-0.2249413,340.019,255.0932,325.3178,False
0.1916656,0.02176225,-0.4632883,-0.04691076,356.6302,178.0507,358.6555,-0.01075971,-0.8222568,-0.2883687,322.9039,164.9145,15.98955,False,-0.1178792,-0.8164592,-0.2248931,339.9877,255.3226,325.1876,False
0.2027893,0.02150965,-0.4632127,-0.04722118,356.6949,178.185,358.7276,-0.011482,-0.82169,-0.2887254,322.8377,165.0636,15.97386,False,-0.115846,-0.8162093,-0.2271218,339.9783,255.5185,325.1279,False
