Time,HMDposX,HMDposY,HMDposZ,HMDrotX,HMDrotY,HMDrotZ,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftClick,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightClick
0.006507874,-0.003234386,-0.451736,0.0006358624,351.659,181.4948,0.2813388,0.009452343,-0.7726792,-0.2578652,315.1342,157.8026,6.818022,False,-0.08782434,-0.7659917,-0.2282913,327.2813,228.2011,341.3554,False
0.01761627,-0.003446579,-0.4516594,0.0008165836,351.6304,181.5737,0.2747946,0.008895874,-0.7722906,-0.2580364,315.0002,157.9497,6.795661,False,-0.0882802,-0.7655505,-0.2282622,327.1955,228.3925,341.4253,False
0.02872467,-0.003614902,-0.451708,0.0007221699,351.5962,181.659,0.262184,0.008265972,-0.7716922,-0.258281,314.907,158.1357,6.812114,False,-0.08834457,-0.7651184,-0.2286296,327.0777,228.612,341.4387,False
0.0398407,-0.003873825,-0.4514828,0.0009765625,351.5632,181.7425,0.2456234,0.007307529,-0.7711319,-0.2584295,314.8447,158.2615,6.805125,False,-0.08869267,-0.7645166,-0.2289572,327.0018,228.8721,341.3427,False
0.0509491,-0.004125595,-0.4513769,0.001191378,351.5081,181.8281,0.2356801,0.006440639,-0.7707007,-0.2588346,314.7538,158.4875,6.684244,False,-0.08944035,-0.763907,-0.2289348,326.9445,229.121,341.2487,False
0.0620575,-0.004271507,-0.4513893,0.001168489,351.4588,181.9207,0.2317384,0.00557518,-0.7699821,-0.2590432,314.6673,158.715,6.555347,False,-0.08987761,-0.7634004,-0.2292192,326.9687,229.3482,341.2388,False
0.07317352,-0.00454855,-0.4511675,0.001485586,351.4006,182.0117,0.2199744,0.004440784,-0.7691745,-0.2591565,314.5662,158.8937,6.440882,False,-0.09068346,-0.7631142,-0.2293017,327.0137,229.5689,341.3305,False
0.08428192,-0.004817963,-0.4510171,0.001715422,351.3463,182.1004,0.2064168,0.003160477,-0.768252,-0.2594738,314.3871,159.2265,6.147631,False,-0.09163857,-0.762453,-0.2294457,327.1313,229.7951,341.6368,False
0.09539032,-0.004989624,-0.4510095,0.001676798,351.2944,182.1989,0.1952535,0.001854897,-0.7669916,-0.2596047,314.1599,159.749,5.975961,False,-0.09229803,-0.7618039,-0.2298076,327.2453,229.9988,341.8987,False
0.1065063,-0.005292416,-0.4507314,0.001977444,351.2318,182.3102,0.1687874,0.0003466606,-0.7658449,-0.2598059,313.9884,160.1985,5.839009,False,-0.0931921,-0.7612644,-0.2299707,327.3406,230.2108,341.9324,False
0.1176147,-0.005581379,-0.4505717,0.002240896,351.175,182.4134,0.1457892,-0.001186848,-0.7645069,-0.2602792,313.8557,160.7305,5.71804,False,-0.09417915,-0.7604578,-0.2301791,327.4622,230.3342,341.8073,False
0.1287308,-0.005810261,-0.4505268,0.002254725,351.1057,182.5307,0.1335755,-0.002548695,-0.7632141,-0.26072,313.8207,161.1983,5.49061,False,-0.09490633,-0.7594875,-0.2305746,327.5318,230.3508,341.7139,False
0.1398392,-0.006182194,-0.4502482,0.002589464,351.0238,182.6515,0.1187586,-0.004230976,-0.7620681,-0.2610683,313.7397,161.5027,5.168959,False,-0.09562731,-0.7583689,-0.2311642,327.585,230.322,341.6879,False
0.1509476,-0.006522179,-0.4500614,0.002846003,350.9549,182.7693,0.1051491,-0.005690098,-0.7609951,-0.2615042,313.6209,161.894,4.76591,False,-0.09649658,-0.7572489,-0.2315357,327.6537,230.2877,341.7564,False
0.1620636,-0.006809711,-0.4499984,0.002844572,350.8742,182.9,0.09265392,-0.006912708,-0.7595455,-0.2617617,313.5844,162.1388,4.504201,False,-0.09724903,-0.7559274,-0.2319186,327.684,230.1679,342.0211,False
0.173172,-0.007195473,-0.4496989,0.003163815,350.8115,183.0183,0.05678032,-0.008114338,-0.7581123,-0.2621,313.499,162.2482,4.54694,False,-0.09793282,-0.7546062,-0.2324221,327.6731,230.1827,342.1716,False
0.1842804,-0.007535934,-0.4494799,0.003421545,350.7416,183.1703,0.03352346,-0.009240627,-0.7566673,-0.2623866,313.3889,162.386,4.51849,False,-0.09893513,-0.753093,-0.2325482,327.6112,230.2901,342.2296,False
0.1953964,-0.007856369,-0.449385,0.003417253,350.6565,183.2991,0.06250927,-0.01010036,-0.7550385,-0.2623897,313.3403,162.4631,4.445697,False,-0.1006351,-0.7514411,-0.2318828,327.554,230.5479,341.9439,False
0.2065048,-0.008245945,-0.4490975,0.003721476,350.5626,183.4376,0.03423099,-0.01126051,-0.7534662,-0.2625735,313.2281,162.5198,4.391494,False,-0.1016121,-0.7498354,-0.2318676,327.4999,230.8638,341.544,False
0.2176132,-0.008635521,-0.448892,0.003971338,350.4971,183.5684,0.0123685,-0.01242733,-0.751734,-0.2626085,313.0197,162.6597,4.376078,False,-0.1028132,-0.7483727,-0.2316082,327.4964,231.1363,341.2941,False
0.2287292,-0.008957863,-0.4488196,0.004001856,350.4344,183.7209,0.0005955974,-0.01345873,-0.7499183,-0.262347,312.7989,162.8609,4.337608,False,-0.1049457,-0.7467489,-0.2303841,327.5231,231.4872,341.0627,False
0.2398376,-0.009395599,-0.4485624,0.004328489,350.3856,183.8717,359.9683,-0.01496315,-0.7481515,-0.2619116,312.4133,163.076,4.309813,False,-0.1059575,-0.7452853,-0.2301183,327.5018,231.8575,340.8167,False
0.250946,-0.009803772,-0.4483933,0.004580259,350.3336,184.0163,359.9448,-0.01641512,-0.7459682,-0.2615628,312.0407,163.3426,4.257622,False,-0.107151,-0.7438667,-0.2295194,327.4529,232.222,340.5938,False
0.2620621,-0.01012659,-0.448362,0.004664421,350.2667,184.1676,359.9284,-0.01754713,-0.744203,-0.2612906,311.8068,163.584,4.16089,False,-0.1081929,-0.7423424,-0.2288263,327.3368,232.6021,340.3321,False
