ID,AverageWalkSpeed,DED_Time_1,DED_Time_2,DED_Time_3,PBF_Time_1,PBF_Time_2,PBF_Time_3,FDM_Time_1,FDM_Time_2,FDM_Time_3,SLA_Time_1,SLA_Time_2,SLA_Time_3,SLS_Time_1,SLS_Time_2,Assembly_Time_1,Assembly_Time_2,Assembly_Time_3,TaskAssessment_1,TaskAssessment_2,TaskAssessment_3
2022-03-23_10-40-34,0.3356702,96.78809,18.64211,18.07283,48.75641,101.3435,84.05276,16.34125,18.27148,31.18695,67.71149,33.12958,78.71307,155.8474,91.43976,20.67438,39.0943,18.63159,False,False,False
