Time,HMDposX,HMDposY,HMDposZ,HMDrotX,HMDrotY,HMDrotZ,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftClick,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightClick
0.009277344,-0.05460167,-0.08653843,0.004364967,1.357359,183.3575,358.9521,-0.06257057,-0.3047536,-0.2729731,313.8885,160.1486,18.30055,False,-0.1490202,-0.2991828,-0.240252,321.6249,228.409,324.8877,False
0.02038574,-0.06536484,-0.08719003,-0.005385876,1.465695,183.3384,358.9331,-0.07336855,-0.3057129,-0.2826996,313.9553,160.2118,18.0849,False,-0.1597919,-0.3000939,-0.2501516,321.7918,228.3314,324.9287,False
0.03149414,-0.06536484,-0.08719003,-0.005385876,1.465695,183.3384,358.9331,-0.07336855,-0.3057129,-0.2826996,313.9553,160.2118,18.0849,False,-0.1597919,-0.3000939,-0.2501516,321.7918,228.3314,324.9287,False
0.04260254,-0.08678627,-0.08860242,-0.02478123,1.688847,183.3191,358.9077,-0.09462738,-0.3071615,-0.302175,314.1065,160.3521,17.84671,False,-0.1811099,-0.3016649,-0.2695251,321.9681,228.2609,325.0002,False
0.05374146,-0.09753418,-0.08934271,-0.0344882,1.817081,183.31,358.8862,-0.1055279,-0.3079243,-0.31177,314.193,160.4066,17.75087,False,-0.1918178,-0.3025597,-0.2791448,322.038,228.213,325.0871,False
0.06484985,-0.1082211,-0.09019029,-0.0441699,1.930147,183.2941,358.8596,-0.1162601,-0.3088975,-0.3217921,314.3122,160.5838,17.60026,False,-0.202589,-0.3034497,-0.2889867,322.1342,228.2195,325.1954,False
0.07595825,-0.1189752,-0.09099615,-0.05388594,2.064355,183.2819,358.8118,-0.1270299,-0.3098031,-0.3316436,314.413,160.6624,17.57313,False,-0.2133055,-0.3042797,-0.2987161,322.2112,228.2419,325.2959,False
0.08706665,-0.1296716,-0.09185731,-0.06359339,2.19046,183.2817,358.7786,-0.1379905,-0.3107215,-0.3413167,314.4343,160.7464,17.47944,False,-0.2240887,-0.3051571,-0.3082514,322.2313,228.2686,325.3641,False
0.09817505,-0.1403327,-0.09276295,-0.07325125,2.317614,183.2763,358.7601,-0.1486773,-0.3115785,-0.351162,314.4814,160.837,17.45668,False,-0.2349181,-0.3061311,-0.3181014,322.2859,228.3073,325.4276,False
0.1092834,-0.1510663,-0.0936228,-0.08293724,2.450573,183.2699,358.7296,-0.1594763,-0.312506,-0.3609743,314.5307,160.895,17.49111,False,-0.245645,-0.3069412,-0.3277397,322.2883,228.3824,325.4504,False
0.1203918,-0.1617498,-0.09452713,-0.09260654,2.566038,183.2873,358.6893,-0.1705375,-0.3134219,-0.3706083,314.5038,160.9751,17.45586,False,-0.2565327,-0.3078163,-0.3372159,322.24,228.4305,325.5062,False
0.1315002,-0.1724229,-0.09545934,-0.102262,2.681602,183.2849,358.6711,-0.1812,-0.3143258,-0.3804302,314.5518,161.0807,17.44211,False,-0.2673426,-0.3087189,-0.3469291,322.2272,228.4973,325.5438,False
0.1426086,-0.183126,-0.09632564,-0.1119552,2.799541,183.2993,358.6468,-0.1920252,-0.3153197,-0.3902783,314.6077,161.1664,17.48842,False,-0.2780576,-0.3095534,-0.3565874,322.2336,228.5812,325.5886,False
0.153717,-0.1938181,-0.09726071,-0.1216426,2.887737,183.3131,358.6318,-0.2030978,-0.3163523,-0.3999715,314.6232,161.2909,17.482,False,-0.2889094,-0.3104527,-0.3661366,322.2349,228.6816,325.6734,False
0.1648254,-0.2044692,-0.09823847,-0.1313028,2.989246,183.3255,358.6016,-0.2138972,-0.3174071,-0.4099674,314.7172,161.4285,17.48566,False,-0.2996583,-0.3114969,-0.3757992,322.2101,228.7619,325.7637,False
0.1759644,-0.2151732,-0.09916651,-0.1409688,3.108167,183.3411,358.6057,-0.2246861,-0.3185304,-0.4197841,314.8192,161.4983,17.56685,False,-0.3103309,-0.312382,-0.3854136,322.2223,228.8225,325.8525,False
0.1870728,-0.2258916,-0.1001822,-0.1506081,3.205209,183.3488,358.5993,-0.2357368,-0.3196014,-0.4295001,314.9117,161.5788,17.62259,False,-0.3212171,-0.3133375,-0.3949633,322.2295,228.8849,325.968,False
0.1981812,-0.2365122,-0.1013014,-0.1602402,3.322936,183.3581,358.6001,-0.2465105,-0.3208541,-0.4394999,315.0138,161.6895,17.61793,False,-0.3318925,-0.3144407,-0.4047284,322.2131,228.8902,326.1494,False
0.2092896,-0.2472157,-0.1023961,-0.1698608,3.477764,183.3609,358.6013,-0.2574439,-0.3220523,-0.4492745,315.1501,161.7553,17.61631,False,-0.3425913,-0.3153839,-0.4144282,322.2813,228.8812,326.2908,False
0.2203979,-0.2578692,-0.1035643,-0.1794553,3.611178,183.3621,358.6006,-0.2683821,-0.3232955,-0.4591451,315.2219,161.9344,17.50962,False,-0.3534389,-0.316474,-0.4241147,322.3626,228.913,326.4027,False
0.2315063,-0.2684503,-0.1047796,-0.1890364,3.774958,183.3508,358.5947,-0.2792764,-0.3244456,-0.4690628,315.3343,162.142,17.33654,False,-0.3644314,-0.317832,-0.433887,322.4964,228.9759,326.4519,False
