ID,AverageWalkSpeed,DED_Time_1,DED_Time_2,DED_Time_3,PBF_Time_1,PBF_Time_2,PBF_Time_3,FDM_Time_1,FDM_Time_2,FDM_Time_3,SLA_Time_1,SLA_Time_2,SLA_Time_3,SLS_Time_1,SLS_Time_2,Assembly_Time_1,Assembly_Time_2,Assembly_Time_3,TaskAssessment_1,TaskAssessment_2,TaskAssessment_3
2022-03-23_16-10-30,0.8140191,39.14973,46.24255,15.88295,38.26743,69.83376,68.81693,14.15207,12.65536,13.29834,49.80484,31.39215,44.23254,143.0858,91.06641,14.99005,77.03912,38.93732,False,False,True
