Time,HMDposX,HMDposY,HMDposZ,HMDrotX,HMDrotY,HMDrotZ,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftClick,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightClick
0.00446701,0.01481819,-0.1537843,-0.01386547,3.663739,267.6941,350.7218,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.01557922,0.0149169,-0.1533591,-0.01372337,3.590597,267.7676,350.728,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.02668762,0.0149374,-0.1531401,-0.01368093,3.508324,267.832,350.7095,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.03779984,0.01480913,-0.1530838,-0.0138526,3.440602,267.8926,350.7017,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.04891205,0.01483727,-0.1527854,-0.0138607,3.39828,267.9482,350.6759,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.06002426,0.01488686,-0.1526592,-0.01389551,3.358206,267.9891,350.6546,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.07113266,0.01488543,-0.1527193,-0.01415586,3.35895,268.031,350.6138,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.08224487,0.01498413,-0.1525708,-0.01418304,3.367993,268.0585,350.5788,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.09335709,0.01507902,-0.1525463,-0.0142827,3.39802,268.0848,350.5646,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.1044655,0.01524258,-0.1526679,-0.01463032,3.417053,268.1044,350.583,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.1155777,0.01537466,-0.1525489,-0.0146718,3.433141,268.1161,350.5682,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.1266899,0.01551533,-0.1524794,-0.0147357,3.420586,268.1208,350.5741,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.1378021,0.01556873,-0.152522,-0.01496792,3.399664,268.1414,350.592,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.1489105,0.01575327,-0.1523664,-0.01488018,3.369762,268.1734,350.5668,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.1600227,0.01592731,-0.1522076,-0.01481152,3.315201,268.2175,350.5388,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
0.1711349,0.01613522,-0.1522094,-0.01494312,3.248091,268.2583,350.526,-0.1285801,-1.4,0.05502844,0,158.4861,0,False,-0.1285801,-1.4,0.05502844,0,158.4861,0,False
