ID,AverageWalkSpeed,DED_Time_1,DED_Time_2,DED_Time_3,PBF_Time_1,PBF_Time_2,PBF_Time_3,FDM_Time_1,FDM_Time_2,FDM_Time_3,SLA_Time_1,SLA_Time_2,SLA_Time_3,SLS_Time_1,SLS_Time_2,Assembly_Time_1,Assembly_Time_2,Assembly_Time_3,TaskAssessment_1,TaskAssessment_2,TaskAssessment_3
2022-03-22_16-56-31,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.00376,41.45881,44.76807,False,False,False
