Time,HMDposX,HMDposY,HMDposZ,HMDrotX,HMDrotY,HMDrotZ,LeftPosX,LeftPosY,LeftPosZ,LeftRotX,LeftRotY,LeftRotZ,LeftClick,RightPosX,RightPosY,RightPosZ,RightRotX,RightRotY,RightRotZ,RightClick
0.002693176,-0.02044344,-0.1703998,-0.004607677,4.238488,271.1482,359.2679,-0.2745614,-0.4445385,0.03585148,318.4265,267.6979,359.7085,False,-0.2382417,-0.440322,0.1259174,335.3121,337.5187,328.5477,False
0.01380348,-0.02044344,-0.1703998,-0.004607677,4.238488,271.1482,359.2679,-0.2745614,-0.4445385,0.03585148,318.4265,267.6979,359.7085,False,-0.2382417,-0.440322,0.1259174,335.3121,337.5187,328.5477,False
0.0249157,-0.02044344,-0.1703998,-0.004607677,4.238488,271.1482,359.2679,-0.2745614,-0.4445385,0.03585148,318.4265,267.6979,359.7085,False,-0.2382417,-0.440322,0.1259174,335.3121,337.5187,328.5477,False
0.036026,-0.02082157,-0.1707965,-0.004328728,4.358169,271.2671,359.2572,-0.2764869,-0.4440075,0.038589,318.4977,268.2305,359.7216,False,-0.2386255,-0.4399598,0.1278057,335.4095,338.1858,328.6226,False
0.04713821,-0.02110291,-0.1713283,-0.004043579,4.524088,271.3917,359.2458,-0.2770128,-0.4437375,0.03982162,318.5639,268.574,359.6682,False,-0.2388411,-0.4396789,0.1290798,335.4376,338.4574,328.6426,False
0.05824852,-0.03121662,-0.1723943,-0.003602028,4.645761,271.4589,359.235,-0.2876835,-0.4441449,0.04137754,318.6317,268.87,359.6267,False,-0.2490244,-0.4399468,0.1303287,335.4498,338.6154,328.6749,False
0.06935883,-0.04123306,-0.1734111,-0.003188133,4.781931,271.5369,359.2129,-0.2985086,-0.4447983,0.04249525,318.7402,269.1818,359.5652,False,-0.2595882,-0.4405312,0.1308799,335.4606,338.8152,328.7126,False
0.08047104,-0.05122042,-0.1745173,-0.002762794,4.904888,271.6053,359.2189,-0.3090429,-0.4452955,0.04382563,318.7847,269.4203,359.5264,False,-0.269958,-0.4409853,0.1321292,335.4964,338.9367,328.7225,False
0.09158134,-0.06121254,-0.1755474,-0.002243996,5.018092,271.6773,359.2174,-0.3196712,-0.4456797,0.045403,318.8338,269.6985,359.4611,False,-0.2801476,-0.441359,0.1334553,335.5413,339.0642,328.7183,False
0.1026936,-0.07117796,-0.1765885,-0.001741886,5.095517,271.7517,359.2132,-0.3306608,-0.4461049,0.04685926,318.8993,269.9566,359.3753,False,-0.2906961,-0.4419343,0.1341672,335.5969,339.2512,328.7532,False
